1,Falha,2,0,6,"{""media"": 0.7409945164506481}"
2,Falha,1,0,4,"{""media"": 0.7352941176470588}"
11,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
12,Falha,4,0,10,"{""media"": 0.7441996812489833}"
13,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
16,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
22,Falha,1,0,4,"{""media"": 0.7352941176470588}"
23,Falha,3,0,8,"{""media"": 0.7435883094381097}"
26,Falha,2,0,6,"{""media"": 0.7409945164506481}"
27,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
28,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
30,Falha,1,0,4,"{""media"": 0.7352941176470588}"
34,Falha,4,0,8,"{""media"": 0.7460836049779772}"
42,Falha,1,0,4,"{""media"": 0.7352941176470588}"
43,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
44,Falha,1,0,4,"{""media"": 0.7352941176470588}"
47,Falha,4,0,8,"{""media"": 0.7460836049779772}"
49,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
50,Falha,2,0,6,"{""media"": 0.7409945164506481}"
54,Falha,1,0,4,"{""media"": 0.7352941176470588}"
61,Falha,3,0,6,"{""media"": 0.7461094403990963}"
62,Falha,1,0,4,"{""media"": 0.7352941176470588}"
75,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
86,Sucesso,2,0,4,"{""media"": 0.744765702891326}"
90,Falha,2,0,6,"{""media"": 0.7409945164506481}"
92,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
96,Falha,2,0,4,"{""media"": 0.744765702891326}"
101,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
102,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
103,Falha,2,0,4,"{""media"": 0.744765702891326}"
104,Falha,1,0,4,"{""media"": 0.7352941176470588}"
105,Falha,1,0,4,"{""media"": 0.7352941176470588}"
109,Falha,1,0,4,"{""media"": 0.7352941176470588}"
110,Falha,1,0,4,"{""media"": 0.7352941176470588}"
114,Falha,1,0,4,"{""media"": 0.7352941176470588}"
119,Falha,3,0,6,"{""media"": 0.7461094403990963}"
122,Falha,3,0,6,"{""media"": 0.7461094403990963}"
123,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
130,Falha,5,0,10,"{""media"": 0.7450203701958037}"
132,Sucesso,2,0,4,"{""media"": 0.744765702891326}"
137,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
139,Falha,1,0,4,"{""media"": 0.7352941176470588}"
140,Falha,3,0,8,"{""media"": 0.7435883094381097}"
141,Falha,1,0,4,"{""media"": 0.7352941176470588}"
143,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
147,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
148,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
149,Falha,4,0,8,"{""media"": 0.7460836049779772}"
157,Falha,4,0,8,"{""media"": 0.7460836049779772}"
158,Falha,5,0,10,"{""media"": 0.7450203701958037}"
160,Falha,1,0,4,"{""media"": 0.7352941176470588}"
165,Falha,4,0,10,"{""media"": 0.7441996812489833}"
170,Falha,1,0,4,"{""media"": 0.7352941176470588}"
171,Falha,2,0,6,"{""media"": 0.7409945164506481}"
172,Falha,4,0,8,"{""media"": 0.7460836049779772}"
173,Falha,4,0,8,"{""media"": 0.7460836049779772}"
174,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
175,Falha,2,0,4,"{""media"": 0.744765702891326}"
182,Falha,1,0,4,"{""media"": 0.7352941176470588}"
183,Falha,3,0,6,"{""media"": 0.7461094403990963}"
189,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
190,Falha,4,0,8,"{""media"": 0.7460836049779772}"
200,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
201,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
205,Falha,1,0,4,"{""media"": 0.7352941176470588}"
207,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
210,Falha,1,0,4,"{""media"": 0.7352941176470588}"
212,Falha,2,0,6,"{""media"": 0.7409945164506481}"
216,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
217,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
223,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
229,Falha,3,0,6,"{""media"": 0.7461094403990963}"
231,Falha,1,0,4,"{""media"": 0.7352941176470588}"
235,Falha,1,0,4,"{""media"": 0.7352941176470588}"
236,Falha,2,0,6,"{""media"": 0.7409945164506481}"
246,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
250,Falha,4,0,8,"{""media"": 0.7460836049779772}"
252,Falha,2,0,6,"{""media"": 0.7409945164506481}"
253,Falha,1,0,4,"{""media"": 0.7352941176470588}"
262,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
265,Falha,3,0,6,"{""media"": 0.7461094403990963}"
266,Falha,1,0,4,"{""media"": 0.7352941176470588}"
268,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
276,Falha,2,0,6,"{""media"": 0.7409945164506481}"
277,Falha,3,0,6,"{""media"": 0.7461094403990963}"
279,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
303,Falha,4,0,8,"{""media"": 0.7460836049779772}"
306,Falha,1,0,4,"{""media"": 0.7352941176470588}"
312,Falha,1,0,4,"{""media"": 0.7352941176470588}"
314,Falha,1,0,4,"{""media"": 0.7352941176470588}"
315,Falha,3,0,6,"{""media"": 0.7461094403990963}"
321,Falha,3,0,6,"{""media"": 0.7461094403990963}"
330,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
331,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
336,Falha,1,0,4,"{""media"": 0.7352941176470588}"
344,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
346,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
350,Falha,2,0,4,"{""media"": 0.744765702891326}"
352,Falha,2,0,4,"{""media"": 0.744765702891326}"
360,Falha,2,0,6,"{""media"": 0.7409945164506481}"
368,Falha,2,0,4,"{""media"": 0.744765702891326}"
369,Falha,4,0,8,"{""media"": 0.7460836049779772}"
371,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
373,Falha,4,0,10,"{""media"": 0.7441996812489833}"
374,Falha,0,0,2,"{""symmetric"": 0.0, ""pumping"": 0.0}"
375,Falha,3,0,6,"{""media"": 0.7461094403990963}"
383,Falha,3,0,8,"{""media"": 0.7435883094381097}"
386,Falha,1,0,4,"{""media"": 0.7352941176470588}"
388,Falha,3,0,6,"{""media"": 0.7461094403990963}"
403,Falha,2,0,4,"{""media"": 0.744765702891326}"
409,Falha,3,0,6,"{""media"": 0.7461094403990963}"
