Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
47,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
48,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
49,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
50,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
51,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
52,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
53,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
54,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
55,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
56,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
57,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
58,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
59,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
60,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
61,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
62,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
63,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
64,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
65,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
66,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
67,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
68,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
69,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
70,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
71,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
72,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
73,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
74,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
75,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
76,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
77,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
78,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
79,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
80,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
81,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
82,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
83,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
84,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
85,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
86,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
87,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
88,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
89,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
90,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
91,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
92,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
93,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
94,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
95,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
96,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
97,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
98,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
99,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
100,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
101,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
102,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
103,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
104,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
105,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
106,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
107,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
108,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
109,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
110,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
111,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
112,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
113,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
114,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
115,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
116,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
117,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
118,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
119,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
120,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
121,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
122,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
123,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
124,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
125,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
126,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
127,Falha,1,2,2,"{""media"": 0.7352941176470588}",Nenhum
128,Falha,0,2,2,"{""symmetric"": 0.0, ""pumping"": 0.0}",Erro de probabilidade de sucesso.
