Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
1,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
2,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
3,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
4,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
5,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
6,Falha,1,4,6,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
7,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
8,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
9,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
10,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
11,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
12,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
13,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
14,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
15,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
16,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
17,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
18,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
19,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
20,Falha,1,4,6,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
21,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
22,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
23,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
24,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
25,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
26,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
27,Falha,1,4,6,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
28,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
29,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
30,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
31,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
32,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
33,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
34,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
35,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
36,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
37,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
38,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
39,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
40,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
41,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
42,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
43,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
44,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
45,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
46,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
47,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
48,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
49,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
50,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
51,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
52,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
53,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
54,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
55,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
56,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
57,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
58,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
59,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
60,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
61,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
62,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
63,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
64,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
65,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
66,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
67,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
68,Falha,1,4,6,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
69,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
70,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
71,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
72,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
73,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
74,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
75,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
76,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
77,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
78,Falha,1,4,6,"{""media"": 0.8448275862068965}",Erro de probabilidade de sucesso.
79,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
80,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
81,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
82,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
83,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
84,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
85,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
86,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
87,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
88,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
89,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
90,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
91,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
92,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
93,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
94,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
95,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
96,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
97,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
98,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
99,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
100,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
101,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
102,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
103,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
104,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
105,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
106,Sucesso,2,4,6,"{""media"": 0.8856734002056182}",Nenhum
